composition,hardness,load,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
Y0.05Sc1.95ReB6,35.34134522,0.49,4,0.70976435,0.67521402,0.667166518,0.666703476,0.666667544,16.43333333,70,15.24444444,75,5,5,56.45,61,20.73333333,72,11,72,38.13136899,175.396,36.42715865,186.207,10.811,10.811,2352.694444,1660,245.845679,3459,1799,2348,10.11111111,10,3.851851852,13,3,13,2.894444444,4,1.192592593,6,2,2,110.6666667,106,35.55555556,190,84,84,1.872555556,0.82,0.229358025,2.04,1.22,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.777777778,5,1.037037037,5,0,0,1.555555556,14,2.765432099,14,0,0,5,18,3.555555556,21,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2.555555556,9,3.407407407,9,0,0,0,0,0,0,0,0,5.888888889,4,1.382716049,9,5,5,11.40738889,25.1925,5.646518519,32.365,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.38E-06,6.35E-06,2.16E-06,6.35E-06,0,0,175.3333333,28,12.44444444,194,166,166,0.4,0.133333333,0.155555556,0.311111111,0,0.154730696,0.036939532
Y0.05Sc1.95ReB6,32.4633275,0.98,4,0.70976435,0.67521402,0.667166518,0.666703476,0.666667544,16.43333333,70,15.24444444,75,5,5,56.45,61,20.73333333,72,11,72,38.13136899,175.396,36.42715865,186.207,10.811,10.811,2352.694444,1660,245.845679,3459,1799,2348,10.11111111,10,3.851851852,13,3,13,2.894444444,4,1.192592593,6,2,2,110.6666667,106,35.55555556,190,84,84,1.872555556,0.82,0.229358025,2.04,1.22,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.777777778,5,1.037037037,5,0,0,1.555555556,14,2.765432099,14,0,0,5,18,3.555555556,21,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2.555555556,9,3.407407407,9,0,0,0,0,0,0,0,0,5.888888889,4,1.382716049,9,5,5,11.40738889,25.1925,5.646518519,32.365,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.38E-06,6.35E-06,2.16E-06,6.35E-06,0,0,175.3333333,28,12.44444444,194,166,166,0.4,0.133333333,0.155555556,0.311111111,0,0.154730696,0.036939532
Y0.05Sc1.95ReB6,25.15574539,1.96,4,0.70976435,0.67521402,0.667166518,0.666703476,0.666667544,16.43333333,70,15.24444444,75,5,5,56.45,61,20.73333333,72,11,72,38.13136899,175.396,36.42715865,186.207,10.811,10.811,2352.694444,1660,245.845679,3459,1799,2348,10.11111111,10,3.851851852,13,3,13,2.894444444,4,1.192592593,6,2,2,110.6666667,106,35.55555556,190,84,84,1.872555556,0.82,0.229358025,2.04,1.22,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.777777778,5,1.037037037,5,0,0,1.555555556,14,2.765432099,14,0,0,5,18,3.555555556,21,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2.555555556,9,3.407407407,9,0,0,0,0,0,0,0,0,5.888888889,4,1.382716049,9,5,5,11.40738889,25.1925,5.646518519,32.365,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.38E-06,6.35E-06,2.16E-06,6.35E-06,0,0,175.3333333,28,12.44444444,194,166,166,0.4,0.133333333,0.155555556,0.311111111,0,0.154730696,0.036939532
Y0.05Sc1.95ReB6,22.97844042,2.94,4,0.70976435,0.67521402,0.667166518,0.666703476,0.666667544,16.43333333,70,15.24444444,75,5,5,56.45,61,20.73333333,72,11,72,38.13136899,175.396,36.42715865,186.207,10.811,10.811,2352.694444,1660,245.845679,3459,1799,2348,10.11111111,10,3.851851852,13,3,13,2.894444444,4,1.192592593,6,2,2,110.6666667,106,35.55555556,190,84,84,1.872555556,0.82,0.229358025,2.04,1.22,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.777777778,5,1.037037037,5,0,0,1.555555556,14,2.765432099,14,0,0,5,18,3.555555556,21,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2.555555556,9,3.407407407,9,0,0,0,0,0,0,0,0,5.888888889,4,1.382716049,9,5,5,11.40738889,25.1925,5.646518519,32.365,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.38E-06,6.35E-06,2.16E-06,6.35E-06,0,0,175.3333333,28,12.44444444,194,166,166,0.4,0.133333333,0.155555556,0.311111111,0,0.154730696,0.036939532
Y0.05Sc1.95ReB6,22.52797085,4.9,4,0.70976435,0.67521402,0.667166518,0.666703476,0.666667544,16.43333333,70,15.24444444,75,5,5,56.45,61,20.73333333,72,11,72,38.13136899,175.396,36.42715865,186.207,10.811,10.811,2352.694444,1660,245.845679,3459,1799,2348,10.11111111,10,3.851851852,13,3,13,2.894444444,4,1.192592593,6,2,2,110.6666667,106,35.55555556,190,84,84,1.872555556,0.82,0.229358025,2.04,1.22,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.777777778,5,1.037037037,5,0,0,1.555555556,14,2.765432099,14,0,0,5,18,3.555555556,21,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2.555555556,9,3.407407407,9,0,0,0,0,0,0,0,0,5.888888889,4,1.382716049,9,5,5,11.40738889,25.1925,5.646518519,32.365,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.38E-06,6.35E-06,2.16E-06,6.35E-06,0,0,175.3333333,28,12.44444444,194,166,166,0.4,0.133333333,0.155555556,0.311111111,0,0.154730696,0.036939532
Y0.1Ce0.8Sm0.1O1.9 ,8.34,9.8,4,0.712550977,0.671145599,0.656897485,0.655391783,0.655183887,24.72413793,54,21.91438763,62,8,8,62.34482759,75,32.30677765,87,12,87,57.38560172,134.3606,54.23019536,150.36,15.9994,15.9994,439.7655172,1744.2,504.4375743,1799,54.8,54.8,11.51724138,13,5.873959572,16,3,16,3.344827586,4,1.762187872,6,2,2,112.8965517,138,61.45065398,204,66,66,2.645172414,2.32,1.041498216,3.44,1.12,3.44,2,0,0,2,2,2,2.620689655,4,1.807372176,4,0,4,0.310344828,1,0.428061831,1,0,0,0.482758621,6,0.66587396,6,0,0,5.413793103,5,0.946492271,8,3,6,0,0,0,0,0,0,1.310344828,2,0.903686088,2,0,2,2.793103448,9,3.85255648,9,0,0,3.862068966,13,5.326991677,13,0,0,7.965517241,20,7.816884661,22,2,2,18.50034483,28.135,12.3111415,37.24,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,73.79310345,182,80.97027348,194,12,12,0.369426752,0.484076433,0.057324841,0.089171975,1,0.739616569,0.332142619
Y0.25Hf0.25Gd0.5B20,37.6,0.49,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.607142857,67,4.965986395,72,5,5,69.89285714,60,4.013605442,72,12,72,17.22352202,167.679,12.21432766,178.49,10.811,10.811,2325.202381,920,47.7287415,2506,1586,2348,12.53571429,10,0.884353741,13,3,13,2.178571429,4,0.340136054,6,2,2,89.01190476,112,9.546485261,196,84,84,2.001428571,0.84,0.073469388,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.05952381,2,0.113378685,2,0,0,0.333333333,14,0.642857143,14,0,0,3.345238095,15,0.665816327,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.416666667,9,0.793650794,9,0,0,0.166666667,7,0.325396825,7,0,0,5.345238095,11,0.657596372,16,5,5,8.243630952,25.1925,2.040249433,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.597864769,0.284697509,0.017793594,0.099644128,0,0.161717397,0.013745872
Y0.25Hf0.25Gd0.5B20,30.9,0.98,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.607142857,67,4.965986395,72,5,5,69.89285714,60,4.013605442,72,12,72,17.22352202,167.679,12.21432766,178.49,10.811,10.811,2325.202381,920,47.7287415,2506,1586,2348,12.53571429,10,0.884353741,13,3,13,2.178571429,4,0.340136054,6,2,2,89.01190476,112,9.546485261,196,84,84,2.001428571,0.84,0.073469388,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.05952381,2,0.113378685,2,0,0,0.333333333,14,0.642857143,14,0,0,3.345238095,15,0.665816327,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.416666667,9,0.793650794,9,0,0,0.166666667,7,0.325396825,7,0,0,5.345238095,11,0.657596372,16,5,5,8.243630952,25.1925,2.040249433,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.597864769,0.284697509,0.017793594,0.099644128,0,0.161717397,0.013745872
Y0.25Hf0.25Gd0.5B20,27.1,1.96,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.607142857,67,4.965986395,72,5,5,69.89285714,60,4.013605442,72,12,72,17.22352202,167.679,12.21432766,178.49,10.811,10.811,2325.202381,920,47.7287415,2506,1586,2348,12.53571429,10,0.884353741,13,3,13,2.178571429,4,0.340136054,6,2,2,89.01190476,112,9.546485261,196,84,84,2.001428571,0.84,0.073469388,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.05952381,2,0.113378685,2,0,0,0.333333333,14,0.642857143,14,0,0,3.345238095,15,0.665816327,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.416666667,9,0.793650794,9,0,0,0.166666667,7,0.325396825,7,0,0,5.345238095,11,0.657596372,16,5,5,8.243630952,25.1925,2.040249433,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.597864769,0.284697509,0.017793594,0.099644128,0,0.161717397,0.013745872
Y0.25Hf0.25Gd0.5B20,25.7,2.98,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.607142857,67,4.965986395,72,5,5,69.89285714,60,4.013605442,72,12,72,17.22352202,167.679,12.21432766,178.49,10.811,10.811,2325.202381,920,47.7287415,2506,1586,2348,12.53571429,10,0.884353741,13,3,13,2.178571429,4,0.340136054,6,2,2,89.01190476,112,9.546485261,196,84,84,2.001428571,0.84,0.073469388,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.05952381,2,0.113378685,2,0,0,0.333333333,14,0.642857143,14,0,0,3.345238095,15,0.665816327,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.416666667,9,0.793650794,9,0,0,0.166666667,7,0.325396825,7,0,0,5.345238095,11,0.657596372,16,5,5,8.243630952,25.1925,2.040249433,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.597864769,0.284697509,0.017793594,0.099644128,0,0.161717397,0.013745872
Y0.25Hf0.25Gd0.5B20,25.4,4.9,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.607142857,67,4.965986395,72,5,5,69.89285714,60,4.013605442,72,12,72,17.22352202,167.679,12.21432766,178.49,10.811,10.811,2325.202381,920,47.7287415,2506,1586,2348,12.53571429,10,0.884353741,13,3,13,2.178571429,4,0.340136054,6,2,2,89.01190476,112,9.546485261,196,84,84,2.001428571,0.84,0.073469388,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.05952381,2,0.113378685,2,0,0,0.333333333,14,0.642857143,14,0,0,3.345238095,15,0.665816327,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.416666667,9,0.793650794,9,0,0,0.166666667,7,0.325396825,7,0,0,5.345238095,11,0.657596372,16,5,5,8.243630952,25.1925,2.040249433,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.597864769,0.284697509,0.017793594,0.099644128,0,0.161717397,0.013745872
Y0.25Hf0.5Gd0.25B20,43.2,0.49,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.702380952,67,5.14739229,72,5,5,70.10714286,60,3.605442177,72,12,72,17.47637917,167.679,12.69596032,178.49,10.811,10.811,2336.154762,920,30.65022676,2506,1586,2348,12.54761905,10,0.861678005,13,3,13,2.178571429,4,0.340136054,6,2,2,88.76190476,112,9.070294785,196,84,84,2.002619048,0.84,0.071201814,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.071428571,2,0.136054422,2,0,0,0.416666667,14,0.803571429,14,0,0,3.44047619,15,0.849489796,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.404761905,9,0.770975057,9,0,0,0.083333333,7,0.16468254,7,0,0,5.25,11,0.476190476,16,5,5,8.126369048,25.1925,1.816893424,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.581314879,0.276816609,0.020761246,0.121107266,0,0.161717397,0.012980428
Y0.25Hf0.5Gd0.25B20,35.9,0.98,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.702380952,67,5.14739229,72,5,5,70.10714286,60,3.605442177,72,12,72,17.47637917,167.679,12.69596032,178.49,10.811,10.811,2336.154762,920,30.65022676,2506,1586,2348,12.54761905,10,0.861678005,13,3,13,2.178571429,4,0.340136054,6,2,2,88.76190476,112,9.070294785,196,84,84,2.002619048,0.84,0.071201814,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.071428571,2,0.136054422,2,0,0,0.416666667,14,0.803571429,14,0,0,3.44047619,15,0.849489796,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.404761905,9,0.770975057,9,0,0,0.083333333,7,0.16468254,7,0,0,5.25,11,0.476190476,16,5,5,8.126369048,25.1925,1.816893424,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.581314879,0.276816609,0.020761246,0.121107266,0,0.161717397,0.012980428
Y0.25Hf0.5Gd0.25B20,33.3,1.96,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.702380952,67,5.14739229,72,5,5,70.10714286,60,3.605442177,72,12,72,17.47637917,167.679,12.69596032,178.49,10.811,10.811,2336.154762,920,30.65022676,2506,1586,2348,12.54761905,10,0.861678005,13,3,13,2.178571429,4,0.340136054,6,2,2,88.76190476,112,9.070294785,196,84,84,2.002619048,0.84,0.071201814,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.071428571,2,0.136054422,2,0,0,0.416666667,14,0.803571429,14,0,0,3.44047619,15,0.849489796,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.404761905,9,0.770975057,9,0,0,0.083333333,7,0.16468254,7,0,0,5.25,11,0.476190476,16,5,5,8.126369048,25.1925,1.816893424,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.581314879,0.276816609,0.020761246,0.121107266,0,0.161717397,0.012980428
Y0.25Hf0.5Gd0.25B20,31.8,2.98,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.702380952,67,5.14739229,72,5,5,70.10714286,60,3.605442177,72,12,72,17.47637917,167.679,12.69596032,178.49,10.811,10.811,2336.154762,920,30.65022676,2506,1586,2348,12.54761905,10,0.861678005,13,3,13,2.178571429,4,0.340136054,6,2,2,88.76190476,112,9.070294785,196,84,84,2.002619048,0.84,0.071201814,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.071428571,2,0.136054422,2,0,0,0.416666667,14,0.803571429,14,0,0,3.44047619,15,0.849489796,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.404761905,9,0.770975057,9,0,0,0.083333333,7,0.16468254,7,0,0,5.25,11,0.476190476,16,5,5,8.126369048,25.1925,1.816893424,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.581314879,0.276816609,0.020761246,0.121107266,0,0.161717397,0.012980428
Y0.25Hf0.5Gd0.25B20,28.6,4.9,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.702380952,67,5.14739229,72,5,5,70.10714286,60,3.605442177,72,12,72,17.47637917,167.679,12.69596032,178.49,10.811,10.811,2336.154762,920,30.65022676,2506,1586,2348,12.54761905,10,0.861678005,13,3,13,2.178571429,4,0.340136054,6,2,2,88.76190476,112,9.070294785,196,84,84,2.002619048,0.84,0.071201814,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.071428571,2,0.136054422,2,0,0,0.416666667,14,0.803571429,14,0,0,3.44047619,15,0.849489796,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.404761905,9,0.770975057,9,0,0,0.083333333,7,0.16468254,7,0,0,5.25,11,0.476190476,16,5,5,8.126369048,25.1925,1.816893424,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.581314879,0.276816609,0.020761246,0.121107266,0,0.161717397,0.012980428
Y0.25Hf0.75B20,44.1,0.49,3,0.95312471,0.952398313,0.952380967,0.952380952,0.952380952,7.797619048,67,5.328798186,72,5,5,70.32142857,60,3.197278912,72,12,72,17.72923631,167.679,13.17759297,178.49,10.811,10.811,2347.107143,707,13.05017007,2506,1799,2348,12.55952381,10,0.839002268,13,3,13,2.178571429,4,0.340136054,6,2,2,88.51190476,106,8.594104308,190,84,84,2.003809524,0.82,0.06893424,2.04,1.22,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.083333333,2,0.158730159,2,0,0,0.5,14,0.964285714,14,0,0,3.535714286,15,1.033163265,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.392857143,9,0.74829932,9,0,0,0,0,0,0,0,0,5.154761905,4,0.29478458,9,5,5,8.009107143,25.1925,1.593537415,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.565656566,0.269360269,0.023569024,0.141414141,0,0.154730696,0.012213568
Y0.25Hf0.75B20,36.5,0.98,3,0.95312471,0.952398313,0.952380967,0.952380952,0.952380952,7.797619048,67,5.328798186,72,5,5,70.32142857,60,3.197278912,72,12,72,17.72923631,167.679,13.17759297,178.49,10.811,10.811,2347.107143,707,13.05017007,2506,1799,2348,12.55952381,10,0.839002268,13,3,13,2.178571429,4,0.340136054,6,2,2,88.51190476,106,8.594104308,190,84,84,2.003809524,0.82,0.06893424,2.04,1.22,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.083333333,2,0.158730159,2,0,0,0.5,14,0.964285714,14,0,0,3.535714286,15,1.033163265,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.392857143,9,0.74829932,9,0,0,0,0,0,0,0,0,5.154761905,4,0.29478458,9,5,5,8.009107143,25.1925,1.593537415,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.565656566,0.269360269,0.023569024,0.141414141,0,0.154730696,0.012213568
Y0.25Hf0.75B20,34.6,1.96,3,0.95312471,0.952398313,0.952380967,0.952380952,0.952380952,7.797619048,67,5.328798186,72,5,5,70.32142857,60,3.197278912,72,12,72,17.72923631,167.679,13.17759297,178.49,10.811,10.811,2347.107143,707,13.05017007,2506,1799,2348,12.55952381,10,0.839002268,13,3,13,2.178571429,4,0.340136054,6,2,2,88.51190476,106,8.594104308,190,84,84,2.003809524,0.82,0.06893424,2.04,1.22,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.083333333,2,0.158730159,2,0,0,0.5,14,0.964285714,14,0,0,3.535714286,15,1.033163265,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.392857143,9,0.74829932,9,0,0,0,0,0,0,0,0,5.154761905,4,0.29478458,9,5,5,8.009107143,25.1925,1.593537415,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.565656566,0.269360269,0.023569024,0.141414141,0,0.154730696,0.012213568
Y0.25Hf0.75B20,31.9,2.98,3,0.95312471,0.952398313,0.952380967,0.952380952,0.952380952,7.797619048,67,5.328798186,72,5,5,70.32142857,60,3.197278912,72,12,72,17.72923631,167.679,13.17759297,178.49,10.811,10.811,2347.107143,707,13.05017007,2506,1799,2348,12.55952381,10,0.839002268,13,3,13,2.178571429,4,0.340136054,6,2,2,88.51190476,106,8.594104308,190,84,84,2.003809524,0.82,0.06893424,2.04,1.22,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.083333333,2,0.158730159,2,0,0,0.5,14,0.964285714,14,0,0,3.535714286,15,1.033163265,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.392857143,9,0.74829932,9,0,0,0,0,0,0,0,0,5.154761905,4,0.29478458,9,5,5,8.009107143,25.1925,1.593537415,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.565656566,0.269360269,0.023569024,0.141414141,0,0.154730696,0.012213568
Y0.25Hf0.75B20,30.8,4.9,3,0.95312471,0.952398313,0.952380967,0.952380952,0.952380952,7.797619048,67,5.328798186,72,5,5,70.32142857,60,3.197278912,72,12,72,17.72923631,167.679,13.17759297,178.49,10.811,10.811,2347.107143,707,13.05017007,2506,1799,2348,12.55952381,10,0.839002268,13,3,13,2.178571429,4,0.340136054,6,2,2,88.51190476,106,8.594104308,190,84,84,2.003809524,0.82,0.06893424,2.04,1.22,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.083333333,2,0.158730159,2,0,0,0.5,14,0.964285714,14,0,0,3.535714286,15,1.033163265,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.392857143,9,0.74829932,9,0,0,0,0,0,0,0,0,5.154761905,4,0.29478458,9,5,5,8.009107143,25.1925,1.593537415,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.565656566,0.269360269,0.023569024,0.141414141,0,0.154730696,0.012213568
Y0.25Sc0.75CrB4,35.35226078,0.49,4,0.699702318,0.671621076,0.666827823,0.666673256,0.666666734,11.58333333,34,8.777777778,39,5,5,58.04166667,61,18.61111111,72,11,72,25.19724942,78.09485,19.18166589,88.90585,10.811,10.811,2230.375,549,156.8333333,2348,1799,2348,10.16666667,10,3.777777778,13,3,13,2.708333333,3,0.944444444,5,2,2,108.3333333,106,32.44444444,190,84,84,1.8575,0.82,0.243333333,2.04,1.22,2.04,1.833333333,1,0.277777778,2,1,2,0.666666667,1,0.444444444,1,0,1,1,5,1.333333333,5,0,0,0,0,0,0,0,0,3.5,3,0.833333333,6,3,3,0.166666667,1,0.277777778,1,0,0,3.333333333,5,2.222222222,5,0,5,2.333333333,9,3.111111111,9,0,0,0,0,0,0,0,0,5.833333333,4,1.111111111,9,5,5,10.77458333,25.1925,4.802777778,32.365,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,7.94E-07,6.35E-06,1.39E-06,6.35E-06,0,0,181.1666667,63,20.22222222,229,166,166,0.523809524,0.19047619,0.285714286,0,0,0.154730696,0.036304213
Y0.25Sc0.75CrB4,32.0084122,0.98,4,0.699702318,0.671621076,0.666827823,0.666673256,0.666666734,11.58333333,34,8.777777778,39,5,5,58.04166667,61,18.61111111,72,11,72,25.19724942,78.09485,19.18166589,88.90585,10.811,10.811,2230.375,549,156.8333333,2348,1799,2348,10.16666667,10,3.777777778,13,3,13,2.708333333,3,0.944444444,5,2,2,108.3333333,106,32.44444444,190,84,84,1.8575,0.82,0.243333333,2.04,1.22,2.04,1.833333333,1,0.277777778,2,1,2,0.666666667,1,0.444444444,1,0,1,1,5,1.333333333,5,0,0,0,0,0,0,0,0,3.5,3,0.833333333,6,3,3,0.166666667,1,0.277777778,1,0,0,3.333333333,5,2.222222222,5,0,5,2.333333333,9,3.111111111,9,0,0,0,0,0,0,0,0,5.833333333,4,1.111111111,9,5,5,10.77458333,25.1925,4.802777778,32.365,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,7.94E-07,6.35E-06,1.39E-06,6.35E-06,0,0,181.1666667,63,20.22222222,229,166,166,0.523809524,0.19047619,0.285714286,0,0,0.154730696,0.036304213
